ID,Name,Age,Photo,Nationality,Overall,Potential,Club,Club Logo,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Height,Weight,Release Clause,Kit Number
265517,T. Cele,25,https://cdn.sofifa.net/players/265/517/23_60.png,South Africa,65,69,Radomiak Radom,https://cdn.sofifa.net/teams/111088/30.png,€1M,€2K,Right,3,3,High/ Medium,178cm,77kg,€1.4M,2
174003,16 O. Al Muwallad,31,https://cdn.sofifa.net/players/174/003/16_60.png,Saudi Arabia,67,67,Al Ittihad,https://cdn.sofifa.net/teams/607/30.png,€475K,€15K,Right,3,2,Medium/ High,181cm,87kg,nan,5
262551,S. Thórdarson,23,https://cdn.sofifa.net/players/262/551/23_60.png,Iceland,65,73,Silkeborg IF,https://cdn.sofifa.net/teams/270/30.png,€1.6M,€3K,Right,3,2,Medium/ Medium,189cm,76kg,€2.3M,8
246875,O. Kossounou,21,https://cdn.sofifa.net/players/246/875/23_60.png,Côte d'Ivoire,75,84,Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/30.png,€12M,€27K,Right,3,2,Medium/ Medium,191cm,79kg,€22.8M,6
266009,B. Egüez,30,https://cdn.sofifa.net/players/266/009/23_60.png,Bolivia,63,63,Club Deportivo Guabirá,https://cdn.sofifa.net/teams/114600/30.png,€475K,€500,Right,3,3,High/ Medium,175cm,77kg,€1M,18
243252,T. Hamer,22,https://cdn.sofifa.net/players/243/252/23_60.png,England,66,72,Burton Albion,https://cdn.sofifa.net/teams/15015/30.png,€1.3M,€2K,Right,4,2,Medium/ High,188cm,80kg,€2.5M,37
264735,Ricard Artero,19,https://cdn.sofifa.net/players/264/735/23_60.png,Spain,62,79,Girona FC,https://cdn.sofifa.net/teams/110062/30.png,€1M,€3K,Right,3,2,Medium/ Medium,181cm,75kg,€2.8M,36
166841,22 N. Adams,34,https://cdn.sofifa.net/players/166/841/22_60.png,Wales,62,62,Oldham Athletic,https://cdn.sofifa.net/teams/1920/30.png,€190K,€3K,Right,4,3,High/ Medium,178cm,70kg,€333K,7
247257,Ibañez,23,https://cdn.sofifa.net/players/247/257/23_60.png,Brazil,79,83,Roma,https://cdn.sofifa.net/teams/52/30.png,€22.5M,€51K,Right,2,2,Medium/ High,185cm,73kg,€39.9M,3
204082,22 J. Brooks,28,https://cdn.sofifa.net/players/204/082/22_60.png,United States,78,79,VfL Wolfsburg,https://cdn.sofifa.net/teams/175/30.png,€13.5M,€56K,Left,3,2,Medium/ Medium,193cm,78kg,€24M,25
235662,A. Mumin,24,https://cdn.sofifa.net/players/235/662/23_60.png,Ghana,70,78,Vitória de Guimarães,https://cdn.sofifa.net/teams/1887/30.png,€3.3M,€5K,Right,4,3,Medium/ High,188cm,80kg,€7.6M,6
256325,J. Šutalo,22,https://cdn.sofifa.net/players/256/325/23_60.png,Croatia,75,84,Dinamo Zagreb,https://cdn.sofifa.net/teams/211/30.png,€12M,€800,Right,3,2,Medium/ High,190cm,82kg,€28.8M,37
270555,Gustavo Klismahn,22,https://cdn.sofifa.net/players/270/555/23_60.png,Brazil,60,68,Portimonense SC,https://cdn.sofifa.net/teams/10031/30.png,€525K,€1K,Left,2,2,High/ High,180cm,80kg,€1.2M,27
173703,R. Williams,33,https://cdn.sofifa.net/players/173/703/23_60.png,Australia,68,68,Western Sydney Wanderers,https://cdn.sofifa.net/teams/112427/30.png,€575K,€4K,Right,4,2,Low/ High,187cm,78kg,€719K,4
258034,22 Toni Herrero,20,https://cdn.sofifa.net/players/258/034/22_60.png,Spain,64,78,Levante Unión Deportiva,https://cdn.sofifa.net/teams/1853/30.png,€1.3M,€4K,Left,3,3,High/ Medium,178cm,74kg,€3.5M,30
216696,15 A. Rikan,25,https://cdn.sofifa.net/players/216/696/15_60.png,Israel,61,65,FC Zürich,https://cdn.sofifa.net/teams/894/30.png,€240K,€6K,Left,3,2,Medium/ High,171cm,64kg,nan,18
253596,22 L. Torrico,34,https://cdn.sofifa.net/players/253/596/22_60.png,Bolivia,67,67,Club Atlético Nacional Potosí,https://cdn.sofifa.net/teams/112667/30.png,€325K,€500,Right,2,2,Low/ Medium,181cm,83kg,€699K,2
263489,22 D. Peretz,26,https://cdn.sofifa.net/players/263/489/22_60.png,Israel,66,68,Venezia FC,https://cdn.sofifa.net/teams/205/30.png,€950K,€6K,Right,3,2,Medium/ High,185cm,73kg,€1.8M,42
256711,L. Appéré,23,https://cdn.sofifa.net/players/256/711/23_60.png,Scotland,62,65,Northampton Town,https://cdn.sofifa.net/teams/1930/30.png,€550K,€4K,Right,3,3,High/ Medium,185cm,71kg,€1M,9
255028,22 L. Torres,24,https://cdn.sofifa.net/players/255/028/22_60.png,Argentina,64,69,Club Atlético Central Córdoba,https://cdn.sofifa.net/teams/112965/30.png,€875K,€3K,Right,3,2,Medium/ Medium,178cm,70kg,€1.3M,19
240345,I. Kanu,22,https://cdn.sofifa.net/players/240/345/23_60.png,Sierra Leone,62,70,Peterborough United,https://cdn.sofifa.net/teams/1938/30.png,€850K,€2K,Right,3,2,High/ High,182cm,75kg,€1.7M,34
228295,R. Holding,26,https://cdn.sofifa.net/players/228/295/23_60.png,England,77,79,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€11.5M,€65K,Right,3,2,Low/ High,189cm,75kg,€22.7M,16
211453,21 M. Mohsen,31,https://cdn.sofifa.net/players/211/453/21_60.png,Egypt,66,66,,https://cdn.sofifa.net/flags/eg.png,€0,€0,Right,2,3,High/ Medium,185cm,81kg,nan,18
254069,D. Reasco,23,https://cdn.sofifa.net/players/254/069/23_60.png,Ecuador,65,71,Newell's Old Boys,https://cdn.sofifa.net/teams/110396/30.png,€1.1M,€4K,Right,3,3,High/ Low,172cm,75kg,€1.9M,16
256509,22 P. Solari,20,https://cdn.sofifa.net/players/256/509/22_60.png,Argentina,71,82,Colo-Colo,https://cdn.sofifa.net/teams/110980/30.png,€4.1M,€5K,Right,3,4,High/ Medium,181cm,77kg,€6.6M,36
262236,A. Richardson,20,https://cdn.sofifa.net/players/262/236/23_60.png,France,66,77,Le Havre AC,https://cdn.sofifa.net/teams/1738/30.png,€1.8M,€2K,Left,3,2,Medium/ Medium,195cm,79kg,€3.5M,24
263634,Gui,20,https://cdn.sofifa.net/players/263/634/23_60.png,Portugal,65,80,Unión Deportiva Almería,https://cdn.sofifa.net/teams/1861/30.png,€1.7M,€5K,Right,3,2,Medium/ Low,183cm,71kg,€4.8M,14
255078,21 T. Hamasaki,27,https://cdn.sofifa.net/players/255/078/21_60.png,Japan,66,68,Vegalta Sendai,https://cdn.sofifa.net/teams/112836/30.png,€925K,€2K,Right,3,2,Medium/ Medium,175cm,70kg,€1.2M,26
242748,A. Herzog,24,https://cdn.sofifa.net/players/242/748/23_60.png,Germany,62,68,Hallescher FC,https://cdn.sofifa.net/teams/110482/30.png,€625K,€1K,Right,4,3,High/ Medium,177cm,77kg,€1M,11
244757,A. Schott,22,https://cdn.sofifa.net/players/244/757/23_60.png,Argentina,68,74,Club Atlético Colón,https://cdn.sofifa.net/teams/110406/30.png,€1.8M,€5K,Right,4,3,High/ High,174cm,69kg,nan,4
261017,21 I. Miño,28,https://cdn.sofifa.net/players/261/017/21_60.png,Paraguay,64,64,Club River Plate Asunción,https://cdn.sofifa.net/teams/114575/30.png,€575K,€500,Right,3,3,High/ Medium,172cm,68kg,€1.2M,25
239878,A. Madibo,25,https://cdn.sofifa.net/players/239/878/23_60.png,Qatar,66,70,,https://cdn.sofifa.net/flags/qa.png,€0,€0,Right,2,2,Medium/ High,168cm,72kg,nan,23
247351,22 M. Bogusz,19,https://cdn.sofifa.net/players/247/351/22_60.png,Poland,66,82,UD Ibiza,https://cdn.sofifa.net/teams/113981/30.png,€2.2M,€11K,Right,3,3,Medium/ Medium,175cm,69kg,nan,25
253475,M. Papela,21,https://cdn.sofifa.net/players/253/475/23_60.png,Germany,61,74,1. FSV Mainz 05,https://cdn.sofifa.net/teams/169/30.png,€800K,€3K,Right,3,2,Medium/ Medium,174cm,70kg,€1.9M,24
259521,Terrats,21,https://cdn.sofifa.net/players/259/521/23_60.png,Spain,68,78,Girona FC,https://cdn.sofifa.net/teams/110062/30.png,€2.6M,€7K,Left,3,2,Medium/ Medium,181cm,71kg,€6.2M,21
240663,22 M. Merentiel,25,https://cdn.sofifa.net/players/240/663/22_60.png,Uruguay,72,75,Defensa y Justicia,https://cdn.sofifa.net/teams/111710/30.png,€3.1M,€12K,Right,3,3,Medium/ Low,175cm,68kg,€4.9M,9
260965,22 Fábio,24,https://cdn.sofifa.net/players/260/965/22_60.png,Brazil,71,76,New York Red Bulls,https://cdn.sofifa.net/teams/689/30.png,€2.9M,€6K,Right,4,3,High/ High,193cm,81kg,€4.4M,9
237809,J. Bowler,23,https://cdn.sofifa.net/players/237/809/23_60.png,England,70,75,Blackpool,https://cdn.sofifa.net/teams/1926/30.png,€2.4M,€7K,Left,2,3,High/ Medium,175cm,75kg,€4.6M,11
234249,S. Surridge,23,https://cdn.sofifa.net/players/234/249/23_60.png,England,71,77,Nottingham Forest,https://cdn.sofifa.net/teams/14/30.png,€3M,€33K,Right,3,2,High/ High,191cm,77kg,€6.6M,16
262137,H. Keïta,20,https://cdn.sofifa.net/players/262/137/23_60.png,Mali,65,78,KV Kortrijk,https://cdn.sofifa.net/teams/100081/30.png,€1.7M,€10K,Left,2,3,Medium/ Medium,182cm,72kg,nan,12
258898,G. Bayrakdar,20,https://cdn.sofifa.net/players/258/898/23_60.png,Turkey,69,75,Antalyaspor,https://cdn.sofifa.net/teams/741/30.png,€2.2M,€9K,Left,3,3,High/ Medium,181cm,74kg,€4.8M,17
236213,D. Diaw,30,https://cdn.sofifa.net/players/236/213/23_60.png,Italy,71,71,Modena,https://cdn.sofifa.net/teams/1744/30.png,€1.8M,€30K,Right,3,3,High/ Low,191cm,78kg,nan,99
261050,Francisco Conceição,19,https://cdn.sofifa.net/players/261/050/23_60.png,Portugal,72,86,Ajax,https://cdn.sofifa.net/teams/245/30.png,€5.5M,€8K,Left,2,4,High/ Medium,168cm,61kg,€11.1M,35
246920,D. Collander,20,https://cdn.sofifa.net/players/246/920/23_60.png,Sweden,61,73,Hammarby IF,https://cdn.sofifa.net/teams/708/30.png,€800K,€1K,Right,3,3,Medium/ Medium,178cm,70kg,€1.2M,14
220197,K. Bryan,25,https://cdn.sofifa.net/players/220/197/23_60.png,England,66,71,West Bromwich Albion,https://cdn.sofifa.net/teams/109/30.png,€1.1M,€9K,Left,2,2,Medium/ Medium,185cm,72kg,€2.2M,23
5231,14 B. Mendy,31,https://cdn.sofifa.net/players/005/231/14_60.png,France,63,63,Stade Brestois 29,https://cdn.sofifa.net/teams/378/30.png,€120K,€4K,Right,3,2,Medium/ Medium,180cm,77kg,nan,5
257248,Martín,22,https://cdn.sofifa.net/players/257/248/23_60.png,Spain,62,73,Granada CF,https://cdn.sofifa.net/teams/110832/30.png,€900K,€2K,Right,3,3,Medium/ Medium,175cm,70kg,€1.6M,27
223137,F. Bonazzoli,25,https://cdn.sofifa.net/players/223/137/23_60.png,Italy,73,77,US Salernitana 1919,https://cdn.sofifa.net/teams/110373/30.png,€4.3M,€22K,Left,3,3,High/ Medium,182cm,79kg,€8.1M,9
244201,L. Jephcott,22,https://cdn.sofifa.net/players/244/201/23_60.png,Wales,65,69,Plymouth Argyle,https://cdn.sofifa.net/teams/1929/30.png,€1.1M,€4K,Right,4,3,Medium/ Medium,177cm,75kg,€2M,31
267723,N. Silva,25,https://cdn.sofifa.net/players/267/723/23_60.png,Uruguay,63,66,Cerro Largo Fútbol Club,https://cdn.sofifa.net/teams/115536/30.png,€625K,€500,Left,3,3,High/ Medium,165cm,63kg,€1.4M,10
262477,A. Sefer,22,https://cdn.sofifa.net/players/262/477/23_60.png,Romania,66,77,Rapid București,https://cdn.sofifa.net/teams/310/30.png,€1.9M,€3K,Left,4,3,Medium/ Low,178cm,71kg,€2.9M,7
257886,A. Pyrka,19,https://cdn.sofifa.net/players/257/886/23_60.png,Poland,63,74,Piast Gliwice,https://cdn.sofifa.net/teams/111086/30.png,€1M,€1K,Right,3,3,High/ Low,177cm,72kg,€1.6M,77
266667,M. Alonso,28,https://cdn.sofifa.net/players/266/667/23_60.png,Uruguay,67,67,Mushuc Runa,https://cdn.sofifa.net/teams/114615/30.png,€1M,€500,Right,4,3,Medium/ Medium,166cm,73kg,€2.2M,22
236490,K. Arase,23,https://cdn.sofifa.net/players/236/490/23_60.png,Austria,69,76,Karlsruher SC,https://cdn.sofifa.net/teams/1832/30.png,€2.8M,€7K,Right,4,3,Medium/ Medium,172cm,62kg,€4.9M,36
156432,22 G. Hoarau,37,https://cdn.sofifa.net/players/156/432/22_60.png,France,66,66,FC Sion,https://cdn.sofifa.net/teams/110770/30.png,€300K,€6K,Right,3,3,Medium/ Low,193cm,85kg,€435K,99
267629,R. Garro,24,https://cdn.sofifa.net/players/267/629/23_60.png,Argentina,68,75,Club Atlético Talleres,https://cdn.sofifa.net/teams/112670/30.png,€2.4M,€6K,Left,2,3,High/ Medium,174cm,70kg,€4.1M,16
194222,22 Laguardia,31,https://cdn.sofifa.net/players/194/222/22_60.png,Spain,78,78,Deportivo Alavés,https://cdn.sofifa.net/teams/463/30.png,€9.5M,€25K,Right,3,2,Medium/ High,185cm,80kg,€20M,5
263200,22 P. Bojić,29,https://cdn.sofifa.net/players/263/200/22_60.png,Serbia,66,66,Sepsi OSK Sf. Gheorghe,https://cdn.sofifa.net/teams/113378/30.png,€850K,€5K,Right,4,2,Medium/ Medium,186cm,83kg,€1.1M,91
258454,21 Ibra Pérez,18,https://cdn.sofifa.net/players/258/454/21_60.png,Spain,62,78,CD Tenerife,https://cdn.sofifa.net/teams/260/30.png,€1M,€700,Right,3,3,Medium/ Medium,178cm,71kg,€2.2M,33
228869,22 Camus,24,https://cdn.sofifa.net/players/228/869/22_60.png,Spain,65,70,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€1M,€9K,Right,3,2,Medium/ Medium,176cm,73kg,€2.1M,37
226129,J. Gorenc Stanković,26,https://cdn.sofifa.net/players/226/129/23_60.png,Slovenia,73,75,SK Sturm Graz,https://cdn.sofifa.net/teams/209/30.png,€3.4M,€16K,Right,3,2,Medium/ High,190cm,78kg,€5.4M,4
222513,R. Aarons,26,https://cdn.sofifa.net/players/222/513/23_60.png,Jamaica,67,68,Huddersfield Town,https://cdn.sofifa.net/teams/1939/30.png,€1.2M,€8K,Left,3,3,Medium/ Medium,175cm,76kg,€2.3M,29
256780,M. Dárdai,20,https://cdn.sofifa.net/players/256/780/23_60.png,Germany,71,82,Hertha BSC,https://cdn.sofifa.net/teams/166/30.png,€3.8M,€12K,Left,4,2,Medium/ Medium,188cm,77kg,€7.2M,31
246860,O. Holm,19,https://cdn.sofifa.net/players/246/860/23_60.png,Norway,62,80,Vålerenga Fotball,https://cdn.sofifa.net/teams/920/30.png,€1M,€650,Right,3,4,Medium/ Medium,180cm,70kg,€1.9M,15
241027,B. Galván,21,https://cdn.sofifa.net/players/241/027/23_60.png,Argentina,65,76,Colorado Rapids,https://cdn.sofifa.net/teams/694/30.png,€1.6M,€2K,Left,3,2,Medium/ Medium,166cm,64kg,€2.6M,55
248384,I. Gruev,22,https://cdn.sofifa.net/players/248/384/23_60.png,Bulgaria,68,74,SV Werder Bremen,https://cdn.sofifa.net/teams/38/30.png,€1.8M,€8K,Left,2,3,Medium/ Medium,185cm,77kg,€3.6M,28
259931,21 H. Céspedes,21,https://cdn.sofifa.net/players/259/931/21_60.png,Bolivia,67,72,Club Bolívar,https://cdn.sofifa.net/teams/110968/30.png,€1.5M,€500,Left,3,3,Medium/ Medium,175cm,71kg,€3.3M,14
242654,J. Carbonero,22,https://cdn.sofifa.net/players/242/654/23_60.png,Colombia,70,78,Racing Club,https://cdn.sofifa.net/teams/101085/30.png,€3.6M,€10K,Right,3,3,Medium/ Medium,170cm,75kg,€6.1M,17
189437,19 C. Pasquato,28,https://cdn.sofifa.net/players/189/437/19_60.png,Italy,69,69,Legia Warszawa,https://cdn.sofifa.net/teams/1871/30.png,€1.1M,€6K,Right,4,4,Medium/ Medium,172cm,70kg,€1.5M,8
258171,H. Mejbri,19,https://cdn.sofifa.net/players/258/171/23_60.png,Tunisia,64,84,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€1.6M,€11K,Right,3,3,High/ Medium,182cm,70kg,€4.6M,46
241263,J. Stevens,22,https://cdn.sofifa.net/players/241/263/23_60.png,England,61,69,Barrow,https://cdn.sofifa.net/teams/381/30.png,€725K,€2K,Right,3,3,High/ Medium,178cm,70kg,€1.4M,35
239367,R. Hack,23,https://cdn.sofifa.net/players/239/367/23_60.png,Germany,70,77,DSC Arminia Bielefeld,https://cdn.sofifa.net/teams/159/30.png,€3.2M,€9K,Right,4,4,High/ Low,176cm,68kg,€5.8M,21
202170,M. Boxall,33,https://cdn.sofifa.net/players/202/170/23_60.png,New Zealand,69,69,Minnesota United FC,https://cdn.sofifa.net/teams/111138/30.png,€675K,€4K,Right,2,2,Medium/ Medium,188cm,91kg,€1M,15
244509,D. Jastrzembski,22,https://cdn.sofifa.net/players/244/509/23_60.png,Poland,66,73,Śląsk Wrocław,https://cdn.sofifa.net/teams/111092/30.png,€1.7M,€3K,Left,3,3,High/ Medium,177cm,73kg,€2.6M,11
263671,L. Vega,23,https://cdn.sofifa.net/players/263/671/23_60.png,Argentina,63,71,Clube Sport Marítimo,https://cdn.sofifa.net/teams/1893/30.png,€1.1M,€2K,Right,3,3,Medium/ Medium,186cm,78kg,€2.5M,34
252864,Bermejo,24,https://cdn.sofifa.net/players/252/864/23_60.png,Spain,67,73,Real Zaragoza,https://cdn.sofifa.net/teams/244/30.png,€1.6M,€3K,Left,2,3,Medium/ Medium,170cm,68kg,€2.9M,10
268370,22 S. Sohlmacher,29,https://cdn.sofifa.net/players/268/370/22_60.png,Germany,63,63,Türkgücü München,https://cdn.sofifa.net/teams/114398/30.png,€475K,€2K,Right,4,2,Medium/ Medium,185cm,75kg,€689K,8
255379,21 V. Lazăr,30,https://cdn.sofifa.net/players/255/379/21_60.png,Romania,68,68,FC Dinamo 1948 Bucureşti,https://cdn.sofifa.net/teams/100757/30.png,€1.2M,€3K,Right,3,2,High/ Low,176cm,73kg,€1.1M,8
271264,M. Opeyemi,18,https://cdn.sofifa.net/players/271/264/23_60.png,Nigeria,63,73,FC Vizela,https://cdn.sofifa.net/teams/111539/30.png,€1M,€500,Right,3,2,High/ Medium,172cm,66kg,€2.3M,15
259115,22 T. Thomas,22,https://cdn.sofifa.net/players/259/115/22_60.png,Côte d'Ivoire,59,67,FC Lausanne-Sport,https://cdn.sofifa.net/teams/1862/30.png,€500K,€2K,Right,3,2,Medium/ Medium,172cm,65kg,€825K,38
257566,Pablo Moreno,20,https://cdn.sofifa.net/players/257/566/23_60.png,Spain,68,78,Clube Sport Marítimo,https://cdn.sofifa.net/teams/1893/30.png,€2.7M,€4K,Right,3,4,High/ Medium,178cm,73kg,€6.2M,9
177448,G. Svensson,35,https://cdn.sofifa.net/players/177/448/23_60.png,Sweden,69,69,IFK Göteborg,https://cdn.sofifa.net/teams/319/30.png,€400K,€2K,Right,2,3,Low/ High,184cm,77kg,€500K,13
264308,Rodrigo Andrade,20,https://cdn.sofifa.net/players/264/308/23_60.png,Portugal,64,76,Clube Sport Marítimo,https://cdn.sofifa.net/teams/1893/30.png,€1.4M,€2K,Right,3,3,Medium/ Medium,180cm,74kg,€3.2M,61
246832,V. Bayo,25,https://cdn.sofifa.net/players/246/832/23_60.png,Côte d'Ivoire,69,72,Watford,https://cdn.sofifa.net/teams/1795/30.png,€1.9M,€20K,Right,3,3,High/ Medium,184cm,82kg,€3.8M,19
256158,22 A. Oliveros,22,https://cdn.sofifa.net/players/256/158/22_60.png,Uruguay,68,77,Club Necaxa,https://cdn.sofifa.net/teams/101121/30.png,€2.5M,€5K,Left,3,2,Low/ Medium,183cm,79kg,€4.8M,3
227932,L. Fröde,27,https://cdn.sofifa.net/players/227/932/23_60.png,Germany,68,69,F.C. Hansa Rostock,https://cdn.sofifa.net/teams/27/30.png,€1.2M,€6K,Right,2,2,Medium/ High,192cm,85kg,€2M,34
254211,J. Espinoza,23,https://cdn.sofifa.net/players/254/211/23_60.png,Ecuador,66,72,Chicago Fire Football Club,https://cdn.sofifa.net/teams/693/30.png,€1.3M,€2K,Right,2,2,High/ Medium,175cm,70kg,€2.1M,14
250926,M. Hoffmeier,22,https://cdn.sofifa.net/players/250/926/23_60.png,Germany,64,73,SC Paderborn 07,https://cdn.sofifa.net/teams/10030/30.png,€1.2M,€4K,Right,3,2,Medium/ Medium,182cm,70kg,€2.2M,33
254046,21 E. Redín,25,https://cdn.sofifa.net/players/254/046/21_60.png,Uruguay,64,67,Club Plaza de Deportes Colonia,https://cdn.sofifa.net/teams/114024/30.png,€725K,€500,Right,3,3,High/ Medium,182cm,78kg,€1.6M,20
226679,A. Hunter,26,https://cdn.sofifa.net/players/226/679/23_60.png,England,63,63,Morecambe,https://cdn.sofifa.net/teams/357/30.png,€525K,€2K,Right,3,3,High/ High,178cm,67kg,€919K,10
255000,T. Moffi,23,https://cdn.sofifa.net/players/255/000/23_60.png,Nigeria,72,78,FC Lorient,https://cdn.sofifa.net/teams/217/30.png,€3.7M,€13K,Left,3,2,High/ Medium,188cm,82kg,€8.1M,13
254785,21 Álex Cruz,20,https://cdn.sofifa.net/players/254/785/21_60.png,Spain,60,72,CD Tenerife,https://cdn.sofifa.net/teams/260/30.png,€600K,€1K,Right,3,3,Medium/ Medium,165cm,65kg,€1.1M,27
263518,A. Sández,21,https://cdn.sofifa.net/players/263/518/23_60.png,Argentina,68,76,Boca Juniors,https://cdn.sofifa.net/teams/1877/30.png,€2.6M,€5K,Left,2,2,Medium/ High,181cm,78kg,€4.2M,3
263205,B. Yılmaz,22,https://cdn.sofifa.net/players/263/205/23_60.png,Turkey,66,72,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,€1.4M,€15K,Right,2,3,High/ Medium,186cm,72kg,€2.9M,53
189868,22 M. Marshall,34,https://cdn.sofifa.net/players/189/868/22_60.png,Jamaica,60,60,Crawley Town,https://cdn.sofifa.net/teams/110890/30.png,€120K,€2K,Left,5,3,High/ Medium,170cm,68kg,€210K,45
260739,M. Alonso,19,https://cdn.sofifa.net/players/260/739/23_60.png,Uruguay,65,77,Club Atlético Peñarol,https://cdn.sofifa.net/teams/101110/30.png,€1.7M,€500,Right,2,2,Medium/ Medium,178cm,73kg,€4M,29
225652,G. Pușcaș,26,https://cdn.sofifa.net/players/225/652/23_60.png,Romania,68,71,Reading,https://cdn.sofifa.net/teams/1793/30.png,€1.6M,€9K,Right,2,3,Medium/ Medium,188cm,78kg,€3.2M,9
246690,A. Bareiro,25,https://cdn.sofifa.net/players/246/690/23_60.png,Paraguay,71,74,San Lorenzo de Almagro,https://cdn.sofifa.net/teams/1013/30.png,€2.5M,€10K,Right,3,3,High/ Medium,184cm,84kg,€3.9M,11
260306,21 M. Raspopović,26,https://cdn.sofifa.net/players/260/306/21_60.png,Montenegro,63,64,AFC Astra Giurgiu,https://cdn.sofifa.net/teams/112847/30.png,€525K,€2K,Right,3,2,High/ High,183cm,74kg,€748K,97
262383,C. Cvetko,25,https://cdn.sofifa.net/players/262/383/23_60.png,Austria,65,68,SK Austria Klagenfurt,https://cdn.sofifa.net/teams/1787/30.png,€850K,€3K,Left,3,2,Medium/ Medium,181cm,74kg,€1.3M,14
210872,18 Wanderson,22,https://cdn.sofifa.net/players/210/872/18_60.png,Brazil,72,80,FC Krasnodar,https://cdn.sofifa.net/teams/112218/30.png,€4.6M,€20K,Right,4,4,Medium/ Low,175cm,71kg,€7.8M,7
231366,P. Lienhart,25,https://cdn.sofifa.net/players/231/366/23_60.png,Austria,78,80,Sport-Club Freiburg,https://cdn.sofifa.net/teams/25/30.png,€15.5M,€27K,Right,3,2,Medium/ Medium,189cm,83kg,€27.5M,3
260308,22 F. Zambrano,24,https://cdn.sofifa.net/players/260/308/22_60.png,Ecuador,62,67,Club Social y Deportivo Macará,https://cdn.sofifa.net/teams/114578/30.png,€600K,€500,Right,3,2,Medium/ Medium,176cm,69kg,€1.3M,7
246230,M. Phaëton,22,https://cdn.sofifa.net/players/246/230/23_60.png,France,65,73,Grenoble Foot 38,https://cdn.sofifa.net/teams/1805/30.png,€1.6M,€2K,Right,3,3,Medium/ Medium,185cm,75kg,€3.1M,19
269854,I. Lomami,18,https://cdn.sofifa.net/players/269/854/23_60.png,France,65,78,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€1.6M,€4K,Right,3,2,Medium/ Medium,180cm,75kg,€4M,31
255360,M. Garbett,20,https://cdn.sofifa.net/players/255/360/23_60.png,New Zealand,63,76,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,€1.2M,€6K,Right,3,3,Medium/ Medium,188cm,75kg,€2.9M,36
